goals	lda_topics_goals	topic0_contrib_lda_topics_goals	topic1_contrib_lda_topics_goals	topic2_contrib_lda_topics_goals	topic3_contrib_lda_topics_goals	topic4_contrib_lda_topics_goals	topic5_contrib_lda_topics_goals	topic6_contrib_lda_topics_goals	topic7_contrib_lda_topics_goals	topic8_contrib_lda_topics_goals
know about their lives	5	0.01952581	0.01707427	0.01650682	0.02851225	0.01783499	0.8148591	0.02825557	0.02627345	0.03115771
seeing what friends are doing	8	0.01952562	0.01707411	0.01650666	0.02851197	0.01783482	0.02556666	0.02825336	0.02627319	0.8204537
Send a post or view something that a friend has sent me.	8	0.01091261			0.01593937		0.17888938	0.0157879	0.01468363	0.7350518
Check people's posts	8	0.0264975	0.3802181	0.02240034	0.03871032	0.02420271	0.03468807	0.03832767	0.03565399	0.39930135
To find people already know in life	5	0.01279421	0.01118786	0.01081604	0.19108218	0.01168631	0.706291	0.0185121	0.01721557	0.02041469
I like to share my life with my friends.	6	0.01279356	0.01118728	0.01081548	0.21095346	0.01168571	0.01674889	0.688182	0.0172147	0.02041888
See what people I know are up to	5	0.02649721	0.02317039	0.02240034	0.03869213	0.02420271	0.7487655	0.03832768	0.035654	0.04229004
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
keep up with celebrities	6	0.01952586	0.01707431	0.01650686	0.02851232	0.01783503	0.02557413	0.81753993	0.0262808	0.03115074
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
keep in touch with old friends	6	0.01091238			0.01593463		0.01428564	0.8980372	0.01468373	0.0174115
Talk to friends	6	0.01952566	0.01707415	0.0165067	0.02851204	0.01783486	0.02556147	0.8175524	0.02627325	0.03115946
To stay updated on relevant information	7	0.1851594	0.01118765	0.18320587	0.01868221	0.0116861	0.01674944	0.01850652	0.5344096	0.02041326
look up food recipes	5	0.01545863	0.01351774	0.0130685	0.23086753	0.01412001	0.64512444	0.02237031	0.02080075	0.02467209
Find funny videos	2	0.01545854	0.01351766	0.5471436	0.0225856	0.01411992	0.31934786	0.02236045	0.02080062	0.02466574
Friend	6	0.04121171	0.03603745	0.03483978	0.06017874	0.03764303	0.05395115	0.61485523	0.05545347	0.06582939
To look like I’m happy/having fun, even (or especially) if I’m not	0	0.5990512			0.31004184		0.01428637	0.01578535	0.01468419	0.01741473
To kill some time	6	0.01952675	0.01707441	0.01650695	0.02851247	0.01783513	0.02556186	0.8175578	0.02627366	0.03115092
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
share my daily life with my friends	6	0.01279365	0.01118736	0.01081556	0.01868315	0.0116858	0.01674887	0.8804535	0.01721482	0.0204172
See makeup videos	5	0.01545928	0.01351831	0.01306904	0.23088335	0.0141206	0.43686536	0.23060916	0.02080162	0.02467332
if i see someone that hasn't posted in a long time go to their profile and see if i missed anything else	8	0.19375876		0.0900399	0.19340056		0.17163777			0.32235685
See what celebrities are doing	5	0.01952566	0.01707414	0.01650669	0.02851202	0.01783485	0.814869	0.02824454	0.02627456	0.03115851
get to know my friends' life	5	0.0127938	0.01118744	0.01081564	0.01868185	0.01168588	0.445134	0.27966642	0.18960819	0.02042679
Update on how many “likes” ive received	7	0.01545876	0.01351786	0.0130686	0.23087867	0.01412012	0.02023808	0.02236078	0.6456949	0.02466227
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
look at makeup releases	3	0.01545926	0.01351829	0.01306902	0.64751786	0.22236824	0.02023805	0.0223615	0.0208016	0.02466614
Watching satisfying videos such as skincare, makeup videos, dancing etc.	5	0.1280368		0.10838567	0.11310613		0.5017257	0.1129323	0.0101912	0.01208221
To get informed on the current world events	6	0.01279405	0.01118764	0.01081583	0.01869358	0.01168609	0.1891228	0.46581537	0.259469	0.02041567
to check out the fashion collections from some influencers that I followed	8	0.01279418	0.35599577	0.01081597	0.01868767	0.01168624	0.01674908	0.01850812	0.18961048	0.36515248
get some update on my friend's life	7	0.0127936	0.0111873	0.0108155	0.01868162	0.01168573	0.01675013	0.36327544	0.53438693	0.02042376
Get inspiration	0	0.8088278	0.0170742	0.01650675	0.02851212	0.01783491	0.02556155	0.02824356	0.02628859	0.03115054
to receive updates on events	7	0.01952598	0.01707442	0.01650696	0.02851249	0.01783514	0.02556274	0.02826657	0.81554115	0.03117453
to look at friend's recent posts	8	0.01545872	0.01351778	0.25537324	0.02260282	0.01412004	0.02023728	0.02236748	0.0208008	0.61552185
See whats relevant	5	0.38352835	0.02317087	0.02240081	0.03869293	0.02420322	0.39170304	0.03832847	0.03565474	0.04231758
Receive art inspirations	7	0.01952643	0.01707441	0.01650696	0.2916135	0.01783514	0.02556187	0.02824391	0.5524869	0.03115092
updated on news	7	0.01952581	0.01707427	0.01650682	0.02851225	0.01783499	0.02556252	0.02824368	0.81558895	0.03115067
Check out new instagram trend.	0	0.42190024	0.18358465	0.01081574	0.01868198	0.011686	0.01674927	0.01851056	0.01721937	0.3008522
Look at fashion inspirations	0	0.6403542	0.0135177	0.01306843	0.2308659	0.01411994	0.02023713	0.02236329	0.02080148	0.02467197
see what others are doing	5	0.04121172	0.03603744	0.03483977	0.06017876	0.03764304	0.6091845	0.05961192	0.05545348	0.0658393
Check out their new outfits	7	0.01545903	0.22182976	0.01306881	0.0225737	0.01412034	0.02023766	0.02236322	0.43741316	0.23293434
message family members	8	0.01952789	0.2802305	0.01650858	0.02851529	0.01783689	0.28856325	0.0282551	0.02627625	0.29428628
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
See how people have changed and evolved since they were younger	5	0.18509564	0.01118953	0.01081766	0.01868535	0.01168806	0.7063781	0.01850935	0.01721816	0.02041818
IF I post, then it is to get likes	3	0.01952602	0.01707414	0.01650669	0.5546706	0.01783485	0.02556146	0.02824346	0.28937793	0.03120488
entertain myself	4	0.0412119	0.0360376	0.03483992	0.06017902	0.5929665	0.0539514	0.05961218	0.05545372	0.06574778
Respond to messages from friends	1	0.01545857	0.4869552	0.01306844	0.02257312	0.01411995	0.02023715	0.0223712	0.02080067	0.38441572
comment on other's picture	0	0.74058527	0.02317038	0.02240034	0.03869742	0.02420271	0.03468807	0.03832925	0.03565399	0.04227255
instagram stories	8	0.01952579	0.01707422	0.01650681	0.02851217	0.01783494	0.02556445	0.02824361	0.02627338	0.8204646
trends	0	0.5965126	0.03603757	0.03483989	0.06017898	0.03764317	0.05395136	0.05963504	0.05545368	0.06574772
See what other friends/acquaintances are doing/posting	8	0.01279413	0.01118776	0.01081595	0.01868366	0.01168622	0.01675057	0.01851258	0.01721544	0.8823538
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
stay updated on friends/family	8	0.0127938	0.0111875	0.01081569	0.01868194	0.01168594	0.01674864	0.3072063	0.01722137	0.59365886
Post about my life	8	0.02649741	0.02317046	0.02240041	0.03869961	0.02420278	0.03469814	0.03838292	0.0356541	0.75629413
to see what people are up to these days (stories)	8	0.01952578	0.01707425	0.01650682	0.02851221	0.01783497	0.02556826	0.02824364	0.02627341	0.8204606
To see what others are doing	5	0.04121173	0.03603744	0.03483977	0.06017876	0.03764304	0.6092085	0.05961192	0.05545349	0.06581529
Club outreach/publicity	8	0.01952814	0.01707631	0.01650879	0.02852072	0.01783712	0.02556471	0.02824706	0.02627658	0.82044053
To learn more about healthy eating habits that are not focused on weight loss and being skinny	2			0.79227734	0.01231542		0.13489042	0.0122	0.0113484	0.01345599
To post my own pictures	0	0.8088125	0.0170741	0.01650666	0.02851984	0.01783481	0.0255614	0.0282434	0.02627319	0.03117413
I want to find business opportunities.	6	0.01545983	0.0135188	0.01306952	0.23089825	0.0141211	0.22853851	0.43891197	0.02080236	0.02467968
To let people know what I have been doing.	5	0.01952596	0.0170744	0.01650695	0.02851246	0.01783512	0.8148766	0.0282439	0.02627364	0.0311509
Talking with friends	6	0.01952566	0.01707414	0.0165067	0.02851203	0.01783486	0.02556147	0.8175525	0.02627325	0.03115941
distraction when bored or anxious	8	0.01952774	0.01707592	0.01650842	0.02857133	0.01783671	0.02556413	0.02824641	0.02627598	0.8203934
Pass the time	0	0.80884296	0.01707414	0.01650669	0.02851202	0.01783485	0.02556146	0.0282442	0.02627324	0.03115042
Updates about celebrities; kpop and kdrama.	5	0.01279422	0.01118786	0.01081604	0.01868255	0.01168632	0.8786958	0.01850698	0.01721894	0.02041137
To stay up to date with my favorite celebrities	6	0.01279394	0.01118761	0.0108158	0.01868512	0.01168606	0.26314858	0.42140687	0.2298593	0.0204167
respond to Direct Messages	1	0.01545846	0.8467207	0.01306835	0.02257298	0.01411986	0.02023701	0.02236036	0.02080053	0.0246618
Create awareness	7	0.02649753	0.02317067	0.02240061	0.03869259	0.024203	0.03468849	0.03832813	0.7497459	0.04227306
Gain creative inspiration for my artistic photography.	7	0.01091293			0.01593531		0.01428625	0.01578521	0.7455826	0.16876163
Look for calligraphy inspiration	3	0.2826662	0.0170758	0.01650829	0.55466413	0.01783658	0.02556394	0.0282462	0.02628023	0.03115858
see funny videos	5	0.01545848	0.01351761	0.01306836	0.02257386	0.01411986	0.8534316	0.02236037	0.02080055	0.02466936
To look at other people’s styles	3	0.02649769	0.02317089	0.02240075	0.7527755	0.02420315	0.03468871	0.03832837	0.03565464	0.04228029
look through timeline	3	0.02649962	0.0231725	0.02240238	0.75275767	0.02420491	0.03469123	0.03833116	0.03565724	0.04228337
View new ideas for cooking and makeup	7	0.0127937	0.01118737	0.2760433	0.2086747	0.01168581	0.01674868	0.01850628	0.42394787	0.02041231
Talk to friends	6	0.01952566	0.01707415	0.0165067	0.02851204	0.01783486	0.02556147	0.8175524	0.02627325	0.0311595
Stalk others.	5	0.04121304	0.03603859	0.03484088	0.06018067	0.03764423	0.60926396	0.05961382	0.05545525	0.06574958
Look at pictures of those I am following	3	0.0195259	0.01707413	0.01650669	0.8178148	0.01783485	0.02556146	0.02824346	0.02628516	0.03115361
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
look at animals picture/videos to brighten up my day	8	0.01091359			0.26157817		0.1680331	0.01578589	0.01468469	0.5002672
Like pictures of friends/family	8	0.01091254			0.45706216		0.01428567	0.01579115	0.01468346	0.45853007
Get inspiration from creative accounts	7	0.01279387	0.01118738	0.01081558	0.01868753	0.01168582	0.01674893	0.01850579	0.8791635	0.02041158
support people's feed	3	0.02649753	0.02317067	0.02240061	0.39573747	0.38124955	0.0346885	0.03832814	0.03565442	0.04227306
share experiences	3	0.02649766	0.0231708	0.02240074	0.75273937	0.02420312	0.03468866	0.03835146	0.0356546	0.0422936
to entertain myself when i’m bored	3	0.02649771	0.02317079	0.02240072	0.3957188	0.38125455	0.03468867	0.03832834	0.03565461	0.04228581
See what my friends are up to	8	0.01952562	0.01707411	0.01650666	0.02851197	0.01783482	0.02556614	0.02825317	0.02627319	0.8204543
who has liked my picture	3	0.01952592	0.01707415	0.01650671	0.81782967	0.01783487	0.02556148	0.02824348	0.02627326	0.03115045
For motivation (quotes)	0	0.38354465	0.3802137	0.02240073	0.0386928	0.02420314	0.03468868	0.03832834	0.03565462	0.0422733
Make friends	6	0.02649722	0.02317041	0.02240036	0.03869215	0.02420274	0.0346881	0.75240195	0.03565402	0.04229304
check for Direct Messages	1	0.01545843	0.84672105	0.01306832	0.02257292	0.01411982	0.02023697	0.0223603	0.02080048	0.02466174
Sometimes if I’m bored it’s fun to see what other people are up to or I just look at memes.	8	0.14658998			0.01390833		0.01245551	0.01376135	0.01280138	0.7754316
To find inspiration	3	0.38353923	0.02317048	0.02240044	0.39573836	0.02420279	0.03468819	0.0383278	0.03566001	0.0422727
Browse randomly	3	0.02650388	0.02317622	0.02240598	0.3955752	0.02420881	0.03469681	0.03833733	0.39281255	0.04228321
tag my friends in story	6	0.01545881	0.0135179	0.24148075	0.02257348	0.01412017	0.02023998	0.62712157	0.020801	0.02468624
Participate in sweepstakes	4	0.02649792	0.02317101	0.02240094	0.03869317	0.73829055	0.03468901	0.03832871	0.03565496	0.0422737
Learn from other bloggers	4	0.02649867	0.02317166	0.02240158	0.03869426	0.7382795	0.03469361	0.03832978	0.03565596	0.04227489
Finding funny content	2	0.0154585	0.01351762	0.8462566	0.0225815	0.01411988	0.02023903	0.02236039	0.02080056	0.02466591
Stop boredom	4	0.02649901	0.0231717	0.0224016	0.0386943	0.73828256	0.03469003	0.03832983	0.035656	0.04227494
affirmation	8	0.09263216	0.08100039	0.07830827	0.13538158	0.08460963	0.12130647	0.13408111	0.12469926	0.14798112
Look at some inspiring quotes	3	0.01952633	0.2801797	0.01650726	0.5547122	0.01783547	0.02556234	0.02824444	0.02627415	0.03115816
Keep up with my friends	6	0.01952564	0.01707412	0.01650668	0.028512	0.01783484	0.02556144	0.8175526	0.02627322	0.03115941
Recipes	6	0.04121202	0.0360377	0.03484002	0.06017918	0.0376433	0.0539614	0.61492455	0.05545388	0.06574794
Connecting with others	2	0.04121177	0.03603748	0.5901645	0.06017882	0.03764308	0.05395123	0.05961199	0.05545355	0.06574756
stay in touch with my friends	7	0.01545851	0.01351764	0.01306839	0.02257304	0.01411989	0.02023707	0.37252405	0.5038219	0.02467956
catch up with friends due to social distancing	6	0.01091336			0.01593606		0.01428692	0.75097704	0.16173558	0.01741357
find new friends	2	0.0154585	0.01351763	0.8462404	0.02257978	0.01411988	0.02023704	0.0223702	0.02080111	0.02467546
Scroll through explore page to keep myself entertained	4	0.01091266			0.01593822	0.74517065	0.014286	0.16283108	0.01468381	0.01740961
Fashion inspiration	0	0.8088379	0.01707427	0.01650679	0.02851219	0.01783496	0.02556161	0.02824717	0.02627444	0.03115061
reading some news	7	0.02649737	0.02317053	0.37944493	0.03869236	0.02420286	0.03468828	0.03832791	0.392703	0.04227282
looking for food recipes	5	0.01545863	0.01351774	0.0130685	0.23086758	0.01412001	0.6451237	0.02237102	0.02080076	0.0246721
to consume others media	7	0.02649975	0.02317261	0.37940073	0.03869583	0.02420503	0.0346914	0.03833134	0.39272675	0.04227661
To look for recipes that I may want to try making.	5	0.01091285			0.29303768		0.3755364	0.25967643	0.01468406	0.01741648
Funny jokes	5	0.02649821	0.02317124	0.02240118	0.03869688	0.0242036	0.74876034	0.03832909	0.03565531	0.0422841
Stay in the loop	7	0.02649779	0.0231709	0.02240083	0.03869296	0.02420324	0.03468883	0.03832948	0.74973494	0.04228103
To see what my friends and peers are up to	8	0.01545958	0.01351858	0.0130693	0.0225746	0.22234333	0.02024239	0.02236975	0.02080203	0.6496204
posting funny memes and seeing the reaction of others	8	0.01279418	0.01118779	0.01081598	0.01868551	0.01168625	0.01675336	0.01850647	0.01721549	0.882355
Direct Message friends	1	0.01545872	0.48699033	0.01306857	0.02257334	0.01412008	0.02023734	0.02237142	0.02080087	0.38437933
Watching cooking videos	7	0.01545865	0.01351776	0.01306851	0.02257325	0.01412002	0.4368486	0.02236062	0.43739045	0.0246621
Send memes to friends	8	0.01545858	0.01351771	0.01306845	0.02257314	0.01411996	0.02023716	0.0223682	0.22909153	0.6495653
I like to see make up videos.	5	0.01545855	0.01351767	0.01306842	0.2308745	0.01411995	0.4368334	0.230654	0.02080064	0.02467288
To see new trends/fashions	0	0.7023508	0.01118737	0.01081557	0.01868172	0.01168582	0.18912026	0.01850992	0.01721718	0.02043133
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
Discover and connect with other people	4	0.02649828	0.02317133	0.3794706	0.0386937	0.3812177	0.03468948	0.03832923	0.03565544	0.04227428
Watch memes	8	0.02649727	0.02317044	0.02240039	0.03869221	0.02420276	0.39173657	0.03832776	0.03565408	0.39931855
look at my follow requests	3	0.0154586	0.01351772	0.01306847	0.8557673	0.01411998	0.0202372	0.02236056	0.02080635	0.02466386
Learn about current trends/ fashion/ and news	0	0.56360805			0.01593491	0.15701045	0.01428589	0.01579071	0.19719271	0.01740948
Have a balanced meal	7	0.0265003	0.02317309	0.02240295	0.03869664	0.02420554	0.03469212	0.03835316	0.7496987	0.0422775
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
To show others what I am doing	1	0.04121184	0.5913554	0.03483987	0.06017893	0.0376432	0.05395132	0.05961812	0.05545364	0.06574768
Hype up my friends	6	0.02649854	0.02317155	0.02240146	0.03869406	0.02420392	0.03468981	0.75239	0.03565578	0.04229488
	8	0.09267835	0.08104224	0.07834887	0.13533206	0.08465296	0.12132724	0.13405734	0.12470571	0.14785522
Share good-looking pictures to satisfy myself.	3	0.01279411	0.01118765	0.4444462	0.4469948	0.01168603	0.01674878	0.01851012	0.01721517	0.02041714
I want to present myself a certain way/self-expression	8	0.01091333		0.30330586	0.01593602		0.01429058	0.1628204	0.01468472	0.45853767
Look for ideas	3	0.02649725	0.02317043	0.02240037	0.39572355	0.02420274	0.03468812	0.03832773	0.39269984	0.04228998
Fitness ideas	7	0.0264973	0.02317047	0.02240042	0.03869225	0.02420279	0.03468819	0.0383278	0.74974805	0.0422727
Entertainment	4	0.04121177	0.03603748	0.0348398	0.06017882	0.5929678	0.05395122	0.05961198	0.05545354	0.06574756
Find inspiration	3	0.3835388	0.02317048	0.02240047	0.39573833	0.02420279	0.03468819	0.0383278	0.03566046	0.0422727
See what my friends are doing	8	0.01952562	0.01707411	0.01650666	0.02851196	0.01783482	0.02556613	0.02825342	0.02627319	0.82045406
Look at stories	3	0.02649722	0.0231704	0.37940872	0.3957227	0.02420272	0.034693	0.03832769	0.03565401	0.04232362
share my life	6	0.01952568	0.01707416	0.01650672	0.02851592	0.01783487	0.02556264	0.81754714	0.02627328	0.03115962
updating people on my life	5	0.01952574	0.01707422	0.01650677	0.02851216	0.01783493	0.81485224	0.02825526	0.0262811	0.0311576
